,Stock Code,Investment2019,Market Value of Equity,Total Market Value,Stock Return,Total Investment Expenditure,Amortization and Depreciation,Book Value,Operating Income after Depreciation,Annual Dividends,Leverage,Cash,Age,Size
1929,2798,12919.45847,4752727.68,9643262.13,0.09676,67964.00582,40992.27624,1806036.518,330504.6829,70066.99277,0.94552,200676.2849,1.447158031,4.766963867
1930,300610,12095.53008,618313.71,1865418.4,0.084063,10696.82718,5332.955749,142212.1533,31997.73449,6047.571819,0.20364,48519.53258,1.51851394,5.341597087
1933,603555,42864.65039,3708752.64,3708752.64,0.442542,65644.92173,37087.5264,778838.0544,167450.1817,33490.03634,1.15986,98504.47012,1.477121255,5.935369771
1934,603823,14374.96358,1864094.35,5962500.0,0.174125,25351.68316,16310.82556,372818.87,98424.18168,17519.50434,0.96587,198670.5,1.041392685,5.170791408
1938,2234,101747.8533,6557766.98,9608103.36,-0.008107,107547.3785,53281.85671,1639441.745,377071.6014,74283.10547,0.26868,362994.1449,0.477121255,6.426461991
1939,603991,1276.775899,704914.23,1279020.57,0.055351,9163.88499,7577.827973,119835.4191,27322.47555,5956.299671,1.16993,63388.25945,1.079181246,4.848885598
1946,2734,17935.05728,2851156.48,3965956.77,0.11703,43052.46285,29224.35392,1568136.064,383409.2676,103520.5023,0.78552,112395.2149,1.079181246,5.88485483
1947,2786,31683.29261,3163234.2,3175729.2,0.038653,19770.21375,25305.8736,1897940.52,564637.3047,116315.2848,0.19182,49573.13281,1.278753601,4.84
1948,300641,5799.282662,1105731.0,2423520.0,0.044304,13821.6375,6357.95325,574980.12,171919.0559,31461.18723,0.72497,45101.7072,1.079181246,5.988806759
1952,603315,17397.34646,2672403.45,3730369.11,0.112637,37146.40796,24719.73191,774997.0005,183286.7906,39773.23356,0.86026,60842.32018,0.954242509,5.287964179
1953,2204,61641.9722,6199697.8,6199697.8,0.038835,40918.00548,57347.20465,2789864.01,493805.9298,79008.94876,1.1871,104526.9049,0.77815125,4.33
1954,2182,36601.9169,4526187.06,5979408.48,0.129426,79660.89226,32249.0828,2308355.401,371645.2195,87708.2718,0.62373,33245.51115,1.079181246,5.392693001
1955,300410,84204.37612,2905357.13,3103702.44,0.149717,17432.14278,15253.12493,929714.2816,215228.8562,36373.6767,0.75543,166699.8581,1.477121255,4.14
1957,2109,33436.72299,3558953.39,3558953.39,0.04321,45198.70805,27581.88877,1174454.619,241350.4241,58889.50349,0.52049,47476.43822,1.278753601,5.973687445
1958,2297,34442.52199,3017984.52,3025842.59,0.043903,49193.14768,32066.08553,754496.13,187492.2883,46873.07208,0.15031,73770.04234,1.380211242,6.67815801
1959,601028,38344.59036,4001261.63,4001261.63,-0.064103,68421.57387,41513.08941,760239.7097,169153.3354,38566.96047,1.13642,78824.85411,1.079181246,6.151232317
1960,603758,11772.43892,951540.93,2768809.38,0.2158,6993.825836,7850.212673,485285.8743,128600.7567,22762.33393,0.42332,27771.15808,0.77815125,5.54
1961,300529,20906.78384,16489083.54,30076775.78,0.025114,166264.9257,154585.1582,3462707.543,734093.9992,172512.0898,0.35241,312497.7004,0.602059991,6.142849672
1968,2100,296672.4367,13597849.29,13597849.29,0.045827,240681.9324,88386.02039,3671419.308,596605.6376,99036.53584,0.80261,702192.9373,0.301029996,5.723534438
1970,603856,12892.58821,946290.15,2653891.11,0.058282,15519.15846,6860.603588,482607.9765,77699.88422,17560.17383,1.07853,110428.4091,1.322219295,5.373310706
1971,2486,47045.30688,2720640.0,2720640.0,-0.01506,39449.28,17004.0,462508.8,104526.9888,27908.70601,1.20655,41789.0304,0.954242509,5.741917036
1973,600177,276882.3914,34947763.27,34947763.27,0.040299,629059.7389,336372.2215,6989552.654,2009496.388,438070.2126,1.07078,1079885.885,0.602059991,6.740835394
1974,600143,143851.5039,18735970.66,18735970.66,0.142857,249188.4098,170965.7323,6744949.438,1763804.278,396855.9625,0.3528,145578.492,1.462397998,5.971211609
1976,603919,96593.45696,6446440.0,6910441.96,0.034463,109589.48,58017.96,2900898.0,482999.517,123647.8764,0.15574,155277.6308,0.84509804,4.600478683
1977,603800,56648.71567,2739360.0,2739360.0,0.090232,20408.232,17121.0,986169.6,152856.288,38519.78458,1.13347,139241.6688,1.397940009,4.11
1978,603790,7136.885612,984696.82,3059846.4,-0.048214,16050.55817,10708.57792,482501.4418,95535.28548,22355.2568,1.17796,46203.68064,1.146128036,5.331671485
1979,300619,38713.19483,698920.1,1734816.4,0.077458,4193.5206,5766.090825,384406.055,78611.03825,11870.26678,0.9504,50274.97927,0.84509804,4.72
1980,601699,49213.78019,21717630.79,21717630.79,0.049133,312733.8834,225320.4194,4126349.85,990323.964,174297.0177,0.78775,895635.0938,1.230448921,6.16190683
1981,2088,31452.97673,3349223.52,3862977.71,0.07014,54592.34338,34748.19402,669844.704,161097.6513,28353.18663,0.61489,114923.5869,1.447158031,4.844648793
1982,300280,20537.87066,2183428.11,2640050.97,0.057792,30567.99354,21015.49556,982542.6495,165558.4364,40065.14162,0.27938,33370.24426,0.84509804,5.451441804
1983,300669,5464.8201,724342.5,2421785.51,0.133547,12168.954,6609.625313,123138.225,20502.51446,4592.56324,0.93936,91180.22445,1.113943352,5.104620044
1984,601798,5173.807259,2201620.11,2201620.11,0.016367,26419.44132,20915.39105,1056777.653,181237.3675,49296.56395,1.08872,73313.94966,0.0,5.186447846
1992,600933,10978.43039,3725711.67,11953598.79,0.226033,39430.44851,23285.69794,1415770.435,232186.3513,55260.3516,1.0719,132326.3386,0.301029996,5.531893232
1993,900909,799.0554787,140511.8,140511.8,0.066421,2388.7006,878.19875,39343.304,10327.6173,1714.384472,1.04257,6582.97783,0.77815125,3.812788568
1995,2950,1512.459,1000800.0,8802389.16,0.084243,10008.0,8381.7,440352.0,130564.368,23240.4575,0.65137,275778.8524,0.602059991,5.055632864
1997,300236,29865.46834,7896217.42,8042255.51,0.243037,129497.9657,80936.22856,3869146.536,1019520.112,255899.5482,1.07912,107444.5336,1.079181246,5.51604967
1999,2157,246841.814,35931441.09,39784305.97,0.108071,481481.3106,305417.2493,19043663.78,3313597.497,685914.6819,0.67712,2032580.192,1.204119983,5.497611827
2001,603577,4748.809434,1856962.2,2184661.41,0.071717,29897.09142,19962.34365,501379.794,127601.1576,33559.10444,0.69966,95404.16377,0.903089987,5.489569884
2006,603345,122020.7995,8131806.07,13668259.62,-0.01996,138240.7032,59972.06977,1788997.335,370322.4484,101098.0284,0.29997,453102.8064,1.361727836,5.682829199
2007,600989,85681.49518,6974253.6,69740253.6,0.009554,119957.1619,34871.268,3766096.944,634587.3351,160550.5958,0.95144,2552493.282,0.954242509,5.892248332
2010,2862,3562.120556,692063.6,1776800.0,-0.041019,9273.65224,6315.08035,387555.616,90881.79195,14631.9685,0.28562,67358.488,1.301029996,5.601282709
2011,2203,466956.7352,18711950.92,20009101.18,0.021934,327459.1411,112271.7055,5613585.276,1487600.098,238016.0157,0.70107,320945.9829,1.322219295,6.114668887
2013,678,17078.96111,3189705.87,3189705.87,0.011662,56457.7939,27112.4999,1180191.172,220695.7491,36856.19011,1.1313,12025.19113,1.322219295,5.920588328
2014,2625,10061.34749,4674261.32,19714478.94,-0.055728,58817.78828,50832.59186,1589248.849,462471.415,90181.92593,0.43251,948266.437,0.602059991,5.914882256
2016,603767,43069.76049,703903.34,2274308.14,0.075253,4716.152378,6159.154225,211171.002,57332.92704,11294.58663,1.26362,107438.3165,1.113943352,5.83
2018,600966,52948.52761,6844343.74,7098643.17,0.092593,89660.90299,53043.66399,3490615.307,605621.7558,102955.6985,0.44675,252569.724,1.322219295,5.77987314
2022,603789,66142.12184,3723200.0,3723200.0,0.056047,27737.84,26062.4,1414816.0,352996.592,67775.34566,0.69687,137088.224,1.505149978,5.91
2025,603722,8285.815908,1278922.0,2722380.0,0.369385,19823.291,8153.12775,665039.44,113056.7048,25437.75858,0.71399,9963.9108,1.477121255,6.201242241
2028,300699,307914.3883,14678211.73,23584925.0,0.211395,221640.9971,86234.49391,5137374.106,1042886.943,175205.0065,0.31033,1054953.695,1.301029996,5.042210697
2029,603305,18677.96274,2147855.1,13600429.41,0.120462,27707.33079,14498.02193,494006.673,81758.10438,15615.79794,0.89929,287785.0863,1.462397998,6.008259588
2030,300521,1588.404118,1523510.0,1523520.0,0.104384,10359.868,8760.1825,258996.7,54130.3103,9418.673992,0.39258,16164.5472,1.146128036,6.46
2033,300806,16655.42855,1170736.8,4682902.27,0.686869,19083.00984,8634.1839,234147.36,60527.09256,12044.89142,0.60422,188112.1842,1.204119983,6.704039962
2036,600309,656143.5368,79972398.11,176359568.0,0.160297,1103619.094,509824.038,35187855.17,5524493.261,1519235.647,0.15524,7768638.97,0.77815125,6.618650701
2037,2197,54890.11108,3476494.51,4121255.58,0.117318,50756.81985,21293.52887,1321067.914,316395.7654,47775.76057,1.26468,113993.9293,1.322219295,6.555099919
2038,300596,58445.03233,4496221.34,7525932.52,0.099102,79583.11772,45524.24107,2517883.95,735222.1135,177923.7515,0.90117,78645.99483,0.903089987,4.897399774
2040,300725,55657.36908,6647441.89,9893466.6,0.073021,83757.76781,48193.9537,1994232.567,323065.6759,88843.06086,0.59755,145631.8284,1.397940009,5.314293115
2042,603616,21170.59429,2417286.4,2417286.4,0.03,39401.76832,21151.256,966914.56,208853.545,43441.53735,0.7594,73292.12365,1.322219295,5.506933462
2043,2787,15072.55695,1217630.18,2267334.37,0.181523,18995.03081,11871.89426,547933.581,103833.4136,27723.52143,1.00235,74413.91402,1.361727836,6.158285852
2044,601689,28058.44853,18274159.15,18388436.47,0.244112,185787.2847,134771.9237,10781753.9,3223744.416,786593.6374,0.81527,251737.6953,0.477121255,7.694019821
2045,600249,13371.3173,2513500.0,2513500.0,0.125616,34183.6,25763.375,502700.0,76410.4,14059.5136,0.95102,61605.885,1.477121255,6.662567896
2047,300483,40998.61039,1957207.8,3956246.35,0.079878,35034.01962,13455.80363,1056892.212,165932.0773,45133.52502,0.23687,203271.9375,1.505149978,7.812864967
2048,300472,10074.36185,2231927.3,2852867.29,0.000733,26597.13366,11996.60924,624939.644,99365.4034,26828.65892,0.37691,82191.10662,0.602059991,5.624911162
2052,2101,108362.1131,3038610.53,3801074.43,0.054653,19143.24634,21270.27371,1154672.001,311761.4404,81993.25882,0.70072,195831.3546,1.342422681,4.93
2053,2842,2742.426632,1473274.4,3520392.51,0.146691,17973.94768,13627.7882,338853.112,65059.7975,16069.76998,0.71156,81074.63951,0.954242509,6.207837742
2054,2011,29475.22454,4430965.34,4448479.07,0.122685,63805.9009,39324.81739,753264.1078,140107.1241,29422.49605,0.51186,104539.2581,1.230448921,5.829696478
2060,2282,19912.44674,1970768.39,3668248.72,0.052764,34094.29315,15273.45502,808015.0399,237152.4142,48616.24491,0.94969,52345.90923,0.477121255,5.463705194
2065,2921,7122.074521,886329.0,1468800.0,0.08,12054.0744,6315.094125,257035.41,38555.3115,9137.608826,0.83695,29214.432,0.903089987,5.608684773
2066,2901,4682.567006,2369420.37,23769844.76,-0.013523,26063.62407,21028.60578,971462.3517,247722.8997,68371.52031,0.88087,1054668.012,0.0,5.825106306
2068,300780,8081.444977,851844.1,3407144.1,0.152282,14140.61206,5111.0646,442958.932,75967.45684,20891.05063,0.53674,187358.8541,0.602059991,5.115111531
2069,600549,189166.07,18334842.45,18334842.45,0.076796,289690.5107,126052.0418,6783891.707,1115950.186,294610.849,1.21735,520526.1772,0.77815125,5.357142681
2073,603089,2008.238088,651760.84,2210255.74,0.186877,6626.235207,4317.915565,319362.8116,68982.36731,18004.39787,0.78467,86420.99943,0.0,5.972393867
2074,2917,12698.78072,888486.4,2966694.4,0.011097,13149.59872,6774.7088,319855.104,71327.68819,17546.6113,1.21171,89267.8345,0.77815125,5.315256313
2075,300745,31638.87141,1464182.14,2610881.63,0.100386,10322.48409,8053.00177,644240.1416,127559.548,24363.87368,0.95826,135087.0155,0.77815125,6.04
2077,603268,19729.20936,1985459.11,1985459.11,0.005028,30178.97847,21343.68543,496364.7775,89842.02473,23718.29453,0.36476,48842.29411,1.301029996,5.418073071
2078,2171,118697.0509,7817798.67,9882478.58,0.210784,120394.0995,63519.61419,1407203.761,288476.7709,52502.77231,1.27379,157922.0077,0.301029996,6.198806734
2081,603013,5557.248,921600.0,7833600.0,0.082452,13363.2,5644.8,516096.0,114831.36,22506.94656,0.92233,250361.856,0.602059991,4.564011763
2083,300424,23787.1275,3076646.12,3841631.04,0.088375,20459.6967,18459.87672,1569089.521,294204.2852,78846.74844,0.23353,112444.5405,1.51851394,6.78
2086,603010,19222.19189,3891998.6,3922209.87,-0.039082,67720.77564,36000.98705,1829239.342,421639.6683,102036.7997,0.74549,219604.5306,1.447158031,5.452099933
2089,300653,16972.5225,3051240.0,5640000.0,-0.06746,34326.45,15256.2,1800231.6,306039.372,57229.36256,0.78478,47094.0,0.0,5.774390599
2091,603726,7814.958488,2172119.04,2172119.04,0.06947,28454.75942,23350.27968,564750.9504,86971.64636,22612.62805,1.13459,72396.7276,1.146128036,6.72908813
2094,2896,7221.208504,752815.0,1758400.0,0.110101,10464.1285,6116.621875,180675.6,40471.3344,6394.470835,0.84683,83629.504,1.204119983,5.319346998
2097,603822,8484.181818,2002592.13,2002592.13,0.247715,28436.80825,21527.8654,760985.0094,136977.3017,25614.75542,0.87115,14538.81886,1.51851394,5.431835892
2100,603121,6337.926,1180980.0,4723920.0,-0.159816,15746.4,11219.31,578680.2,170421.3189,42264.48709,0.14969,110067.336,0.602059991,5.501165447
2101,603198,150279.6672,15936000.0,15936000.0,-0.023529,205574.4,131472.0,3824640.0,1070899.2,180981.9648,0.77214,690028.8,0.602059991,6.313987678
2110,880,8185.72776,1058107.05,2161866.92,0.074074,18411.06267,8464.8564,211621.41,33224.56137,9070.305254,1.26177,97954.19015,0.0,5.173661846
2111,600298,243962.7147,25274562.52,25274562.52,0.013214,449887.2129,262223.5861,12890026.89,2094629.369,565549.9296,1.00019,908115.0313,1.397940009,6.357008713
2112,2708,57757.67552,3110044.41,3802463.33,0.110959,21459.30643,17105.24426,1430620.429,390559.377,73425.16288,1.08564,125671.4131,1.361727836,5.46
2113,2023,16219.67422,7944330.23,9119331.59,0.115741,80105.32982,68519.84823,2939402.185,534971.1977,111274.0091,0.81031,429702.9045,0.301029996,5.715864653
2114,300106,22582.0938,1432833.06,1432833.06,0.098865,21779.06251,8059.685963,501491.571,90519.22857,20276.3072,0.57435,18440.56148,1.51851394,5.308628525
2117,300530,11979.50825,1853609.62,3779746.11,0.22863,26691.97853,19694.60221,593155.0784,147992.1921,24566.70388,0.2026,131232.7849,1.505149978,5.517912132
2119,2793,27765.17638,3194502.29,4842090.13,0.086082,42806.33069,21562.89046,702790.5038,210837.1511,50179.24197,1.19676,217506.6886,1.447158031,4.980275232
2120,300611,3833.485233,717981.97,1721504.29,0.110855,9333.76561,6910.576461,179495.4925,49271.51269,9755.759513,0.58897,25925.85461,0.0,5.037191804
2121,300631,115.1205091,1180723.17,1772251.66,0.094524,11807.2317,11659.6413,661204.9752,155383.1692,40088.85765,1.00551,22578.48615,0.301029996,5.282610532
2122,600220,40202.02105,4066015.94,4066015.94,0.06542,65462.85663,39135.40342,813203.188,163047.2392,43696.6601,0.68408,11547.48527,0.84509804,5.636899292
2123,600308,36157.89432,5359106.91,5359106.91,0.095465,82530.24641,36173.97164,911048.1747,199975.0743,30996.13652,1.20237,122562.775,1.462397998,5.653593588
2126,2679,40077.92825,3800386.72,3800386.72,-0.073563,45604.64064,25177.56202,1178119.883,315147.0688,63029.41375,1.2138,87142.86749,0.84509804,5.213389066
2127,2674,31968.19803,2659030.82,3341028.71,0.006369,44139.91161,28916.96017,797709.246,181478.8535,37203.16496,0.87667,151148.1388,1.176091259,4.993358553
2128,2669,34741.07766,3115051.37,3348056.13,0.146067,55447.91439,20637.21533,1495224.658,251945.3548,58955.21302,0.77072,146377.014,0.301029996,6.350045445
2129,300234,16322.49888,1930879.75,3260159.46,0.22658,28770.10828,10137.11869,1139219.053,288792.0298,46495.5168,0.4483,94805.4371,1.278753601,5.754554403
2130,600255,51721.68758,2760565.95,2760565.95,0.026316,42512.71563,18633.82016,524507.5305,147911.1236,32244.62495,0.36622,90960.64805,1.447158031,5.763709277
2131,300362,3317.288535,848411.39,1175527.82,-0.00738,12726.17085,9120.422443,144229.9363,41754.56656,10021.09597,0.17493,37534.60329,1.491361694,4.976196006
2140,2828,10481.81122,1574755.86,2241325.78,0.027002,24566.19142,15157.02515,582659.6682,130807.0955,23022.04881,1.0373,64012.26428,1.204119983,5.554069885
2143,603306,9359.073577,4246082.53,4295248.18,0.068779,50599.15015,42460.8253,2505188.693,487259.2007,103298.9506,0.83902,88138.49265,0.602059991,4.854300781
2146,2165,17640.42019,2549746.36,2588849.87,0.059113,37736.24613,24860.02701,433456.8812,117466.8148,28779.36963,1.13328,126931.3091,1.255272505,5.757048488
2149,2779,71094.72528,1966013.12,2191200.0,-0.057889,13762.09184,16711.11152,983006.56,161704.5791,39455.91731,0.55776,112474.296,1.176091259,4.96
2154,300716,4713.754037,983712.6,1661007.6,0.092632,14362.20396,9591.19785,590227.56,163197.9203,45695.4177,0.74144,13121.96004,0.698970004,5.168382057
2156,2596,80501.31656,5840189.39,7479307.67,0.269531,91690.97342,44531.4441,1226439.772,362412.9526,100750.8008,0.85814,77710.00669,1.491361694,5.945892739
2159,600529,233339.685,16444908.53,16444908.53,0.240575,282852.4267,170615.926,6249065.241,1771609.996,375581.3191,0.38618,395993.3974,1.431363764,5.675756306
2161,300719,3860.750779,1532043.96,2980173.32,0.059675,19661.23082,16086.46158,520894.9464,155226.694,41135.07392,0.26123,35166.04518,0.0,5.245205429
2164,2032,390000.024,46897549.78,63045586.69,0.069359,661255.4519,351731.6234,23917750.39,5058604.207,1057248.279,1.04358,1807516.97,0.301029996,5.346837342
2165,300749,12612.66124,1078346.25,2564617.5,0.085069,18547.5555,9300.736406,452905.425,100771.4571,23681.29241,0.30355,50420.38005,1.397940009,5.963173833
2167,603578,3883.548189,651050.4,1792791.0,0.073458,9244.91568,6998.7918,305993.688,51712.93327,13652.21438,1.25464,11043.59256,0.0,5.947723533
2168,600321,31794.99332,3277893.5,3277893.5,0.085,53101.8747,29910.77819,721136.57,147472.4286,25512.73014,0.78655,59362.65129,1.342422681,5.798198158
2171,2741,34387.10182,2767334.16,4662942.74,0.127602,47321.41414,16258.08819,1383667.08,251827.4086,55653.85729,0.95721,57960.37826,1.146128036,4.686606243
2172,603650,19194.86206,2289292.85,10207902.25,0.058967,28158.30206,13449.59549,915717.14,156587.6309,42435.24798,0.65092,453639.176,1.342422681,5.540624798
2176,2931,21935.37154,782990.6,2630848.0,0.160329,5715.83138,6068.17715,360175.676,75816.9798,20849.66944,1.27875,23230.38784,1.380211242,6.69
2177,603277,6844.777956,1728828.54,4404151.8,0.123431,27834.13949,18152.69967,674243.1306,137208.4771,26481.23608,1.23029,181362.9711,1.462397998,4.84123064
2180,300457,195722.3761,8558686.56,12765317.81,0.256942,59910.80592,77028.17904,3252300.893,785430.6656,119385.4612,0.44404,369428.2974,1.447158031,5.9
2183,300618,198514.6006,13148599.75,22147433.29,0.258631,195914.1363,83822.32341,7757673.853,1970449.159,358621.7469,0.46951,341513.4213,1.380211242,5.156465313
2186,300551,14529.33001,1936916.32,3161804.8,0.344993,14526.8724,16463.78872,832874.0176,197391.1422,36714.75244,0.14886,38858.58099,1.230448921,5.85
2187,600582,14852.36089,13202098.57,13202098.57,0.059801,135321.5103,118818.8871,3036482.671,686245.0837,170875.0258,0.69148,330844.5902,0.602059991,5.871110984
2189,2155,129887.9602,9483209.2,9484091.45,0.100418,142248.138,55713.85405,5120932.968,1008823.795,233038.2966,0.89797,42488.7297,1.255272505,6.501857958
2190,603008,93739.78927,5993353.16,6050901.56,0.007817,104883.6803,36709.28811,1798005.948,343419.1361,71087.76117,1.27257,147157.9259,1.380211242,5.149794715
2191,2442,19766.02954,2714265.74,2716800.0,0.162218,33114.04203,23410.54201,841422.3794,128316.9129,30924.376,0.98244,126412.704,1.380211242,5.779036144
2192,2584,18020.80896,1936029.97,2972899.42,0.08547,30008.46454,17182.26598,909934.0859,232943.126,51480.43084,1.25602,45931.29604,1.361727836,5.393258892
2193,300715,27002.22496,1630679.92,3556585.08,0.026546,26253.94671,11210.92445,701192.3656,106931.8358,20210.11696,1.18829,38731.21152,1.322219295,5.8245354
2200,2256,20034.63986,3597399.96,4875446.75,0.048583,49284.37945,24732.12473,1007271.989,246278.0013,59845.55431,1.19041,75959.46037,1.146128036,6.234225145
2201,2919,1855.417631,641402.69,1852799.25,0.057143,9428.619543,6173.500891,192420.807,54166.45717,10399.95978,1.05602,33183.63457,1.255272505,5.53419219
2205,2154,57442.45662,3565888.78,3920710.23,0.059211,62403.05365,26298.42975,1747285.502,270829.2528,49832.58252,1.08494,181568.0908,1.255272505,5.52514794
2206,2226,25003.84965,5251447.79,6844419.66,0.072407,69844.25561,40042.2894,1050289.558,310360.5644,61141.03118,0.8843,250231.9828,1.278753601,5.935188914
2207,600367,28735.81402,2201472.0,2253220.2,0.083095,34122.816,18437.328,1034691.84,232805.664,56106.16502,0.99456,71066.56511,0.698970004,5.606393936
2209,603298,161613.9994,7970841.84,7970841.84,0.018987,128330.5536,45832.34058,2710086.226,542017.2451,116533.7077,0.7766,385629.3282,1.113943352,5.882355993
2212,157,144647.1872,42423713.71,43288601.35,0.122689,494943.3266,408328.2445,15696774.07,3751529.003,750305.8007,0.53317,746728.3733,0.602059991,5.777939645
2215,2903,11401.6877,964920.0,2193000.0,0.114329,12833.436,6513.21,492109.2,139759.0128,26554.21243,0.47405,15482.58,0.698970004,5.645385345
2217,300328,48787.78951,6784562.58,6784562.58,0.215169,118051.3889,54276.50064,2849516.284,427427.4425,108139.143,0.81349,92812.81609,0.84509804,5.888714526
2218,300411,20458.22477,1093145.86,3372427.16,0.055714,16943.76083,6558.87516,174903.3376,35680.28087,8277.825162,0.8144,36961.80167,0.477121255,4.83417228
2219,2698,15598.58659,8657864.9,10757226.0,0.094693,88021.62648,71427.38543,2077887.576,325189.4056,51705.1155,1.00284,192661.9177,0.477121255,4.750107584
2224,300453,38278.41586,1136341.4,1983422.75,0.045706,7954.3898,9090.7312,568170.7,128406.5782,34412.96296,0.77722,85307.01248,1.51851394,5.1
2226,2593,7617.251637,1812372.75,2720306.8,0.134503,22352.59725,12460.06266,634330.4625,137332.5451,35019.79901,0.46194,140231.8155,0.602059991,5.025306312
2227,300230,6864.621215,2247637.22,3379093.01,0.089474,33040.26713,21914.4629,404574.6996,111460.3297,17053.43045,0.413,141516.4153,1.491361694,4.378047207
2228,300733,6977.314241,786915.14,1856000.0,0.041293,8197.032708,4524.762055,369850.1158,55477.51737,14923.45217,1.03511,92929.92,0.301029996,5.161215948
2231,603041,4829.230772,803021.5,1737091.28,0.104994,13811.9698,7929.837313,248936.665,62483.10292,11934.27266,1.10436,67798.67266,0.0,5.540676357
2233,603378,14379.4465,1539633.6,4347936.0,0.180952,27251.51472,11739.7062,277134.048,43787.17958,7881.692325,0.18986,26000.65728,1.447158031,5.470398451
2234,2757,92951.21176,2651266.88,3312248.55,0.059899,19751.93826,17896.05144,477228.0384,83992.13476,20494.08088,1.06681,109271.0797,1.322219295,5.89
2236,2796,64856.76731,4790631.53,6058489.75,0.12782,83836.05178,44313.34165,1293470.513,384160.7424,75295.50551,0.28432,75852.29167,1.51851394,4.383400255
2237,998,38775.93575,14198178.63,19372633.08,0.153725,214392.4973,147306.1033,7808998.247,1241630.721,297991.3731,0.80277,779167.3025,1.322219295,6.394902243
2238,601966,622822.582,27516272.89,27516272.89,0.117446,487038.0302,199492.9785,15684275.55,4226912.26,841155.5397,0.71829,248196.7815,1.204119983,5.965210171
2240,2772,26946.4168,1767369.29,2540745.11,0.031343,24212.95927,11708.82155,706947.716,211377.3671,38682.05818,0.75623,84987.92393,1.447158031,6.114821749
2241,300313,3044.687253,1001624.23,1702597.03,0.032258,13421.76468,10266.64836,570925.8111,147584.3222,28188.60553,0.32555,92331.83694,1.397940009,6.984952121
2242,2694,9304.23297,1653564.07,1940889.6,0.048387,27779.87638,10954.86196,479533.5803,104058.7869,26743.10824,0.8525,50327.26733,0.903089987,5.635832489
2243,2295,14032.9139,1928889.73,1932249.36,0.063448,33369.79233,13743.33933,308622.3568,59718.42604,12839.4616,0.41574,74951.95267,0.77815125,5.432698919
2244,2378,38010.84431,4874591.3,4879604.06,0.081967,62394.76864,35340.78693,2681025.215,687682.9676,177422.2057,0.32545,250567.6685,1.361727836,5.573816911
2245,601388,28883.1772,3909022.0,3909022.0,0.078212,51989.9926,30783.54825,2071781.66,578027.0831,105200.9291,0.20692,14033.38898,1.230448921,6.90707925
2246,601633,257658.29,53345401.65,53345401.65,-0.050429,786844.6743,480108.6149,10135626.31,2082871.207,554043.7412,0.78584,2667803.537,0.301029996,6.701012143
2254,603110,5857.06599,865891.9,2355790.1,0.132688,13594.50283,8225.97305,346356.76,61131.96814,10392.43458,0.39353,94443.62511,0.602059991,5.853004243
2256,2193,21212.81666,2050914.78,2057084.22,0.024772,30558.63022,16407.31824,676801.8774,186797.3182,51929.65445,0.68756,114188.7451,1.447158031,5.61300079
2260,2763,7908.134513,1519684.56,3421434.75,0.080624,24011.01605,9118.10736,729448.5888,202057.2591,39805.28004,0.78358,131622.5948,0.602059991,6.123196036
2263,603899,490035.9567,44840800.0,44840800.0,0.06118,564994.08,280255.0,14349056.0,2654575.36,483132.7155,0.3351,369039.784,1.505149978,5.570613319
2265,603500,5909.2488,626976.0,2194416.0,0.060529,8777.664,3683.484,257060.16,60666.19776,10131.25503,0.9271,119902.8902,0.301029996,6.126949852
2266,2330,61250.24869,3884465.29,3885480.0,-0.04797,66812.80299,24277.90806,2136455.91,492453.0871,107847.2261,1.06564,205969.2948,1.414973348,6.676682715
2267,603043,83281.02735,3811654.39,12269364.11,0.019812,67847.44814,27634.49433,1372195.58,379412.078,95611.84365,1.18854,61837.59511,1.079181246,5.040478597
2268,601515,179141.0483,9007200.0,9007200.0,0.048137,143214.48,56295.0,2161728.0,478822.752,101989.2462,0.57158,260398.152,1.079181246,5.025686595
2270,300374,13867.21623,1598507.94,2306657.72,0.042222,22538.96195,14386.57146,383641.9056,114325.2879,27781.04495,1.24576,75266.2414,1.414973348,5.734916558
2271,300509,13145.3115,1163119.2,2097600.0,0.030235,7327.65096,7560.2748,674609.136,104901.7206,21399.95101,1.17129,30226.416,0.954242509,6.8
2272,2886,5465.286048,1190616.31,2852094.0,0.036717,14644.58061,10715.54679,678651.2967,147606.657,40001.40406,0.75884,135759.6744,1.397940009,5.818985569
2273,300731,4137.633582,2466731.4,3745996.41,0.103753,30587.46936,26209.02113,1356702.27,217750.7143,47034.1543,0.81032,65817.15692,1.0,5.497161837
2275,603385,21159.06353,2925836.38,4251753.07,0.09203,45935.63117,16092.10009,1462918.19,310870.1154,82069.71046,0.5355,38775.988,1.0,4.97076905
2276,603527,8154.676316,1272041.48,2060312.8,0.197368,15391.70191,8904.29036,228967.4664,38581.01809,6327.286966,1.14507,19634.78098,1.278753601,5.940029034
2279,603238,7046.183925,521100.0,2084400.0,0.037015,6670.08,3517.425,255339.0,75197.3355,20002.49124,0.77796,91046.592,1.301029996,5.057926144
2281,300415,43204.71361,2817525.1,4237920.0,0.235516,17468.65562,22540.2008,478979.267,88132.18513,14013.01744,0.81789,48990.3552,0.903089987,5.16
2285,603113,9722.032382,3580826.1,7293386.72,0.07678,49057.31757,29094.21206,1503946.962,339892.0134,89051.70751,0.68429,316970.5869,1.255272505,5.726286335
2286,600760,690442.408,12593298.2,44252301.41,0.124155,87523.42249,107043.0347,2014927.712,602463.3859,167484.8213,1.12708,1079756.154,0.903089987,4.5
